image_id,arquivo_original,caminho_drive,fornecedor,fornecedor_slug,sku,sku_slug,codigo,seq,md5,s3_key,s3_url,etag,status,versao,enviado_em
1Oc5hMTFt5RZlLlBtQZWQiR037SmCVIma,CANDLE HOLDER1 - JAL.jpg,IN&OUT/*COMPLEMENTOS/CANDLE HOLDER1 - JAL.jpg,Sollos,sollos,CANDLE HOLDER FOGO,candle-holder-fogo,JAL,1,39d93757a0a062c3e6790aac364ab103,sollos/candle-holder-fogo/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/candle-holder-fogo/1.jpg,,previsto,LATEST,
1aUGU_mRU8YuZQGC-PjcJ_HKwxRjqi6JL,CANDLE HOLDER2 - JAL.jpg,IN&OUT/*COMPLEMENTOS/CANDLE HOLDER2 - JAL.jpg,Sollos,sollos,CANDLE HOLDER FOGO,candle-holder-fogo,JAL,2,a560bbd2ed54bea8a3129fa8b93b2211,sollos/candle-holder-fogo/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/candle-holder-fogo/2.jpg,,previsto,LATEST,
1dXbcR8AsZtrZiklKadLOBp8f70Y9F8yz,CONTORNO1 - DFL.jpg,IN&OUT/*SOFÁS/CONTORNO1 - DFL.jpg,Dona Flor,dona-flor,CONTORNO,contorno,DFL,1,31f260054a8e142fedaf0d8b5b3d771e,dona-flor/contorno/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/contorno/1.jpg,,previsto,LATEST,
1cFWYsbANyTqZTfh27qW4TVxQMg6JECbg,CONTORNO1 - DFL.webp,IN&OUT/*CARRINHOS DE BAR/CHÁ/CONTORNO1 - DFL.webp,Dona Flor,dona-flor,CONTORNO,contorno,DFL,2,1f6288896012d72a55d09c85940ba09f,dona-flor/contorno/2.webp,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/contorno/2.webp,,previsto,LATEST,
1QbjYfSWERCmcD0Abdua175OxQPO_g5bZ,CONTORNO2 - DFL.jpeg,IN&OUT/*CARRINHOS DE BAR/CHÁ/CONTORNO2 - DFL.jpeg,Dona Flor,dona-flor,CONTORNO,contorno,DFL,3,587aed78478de963ce6fe7d93ea4269a,dona-flor/contorno/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/contorno/3.jpg,,previsto,LATEST,
11heXCemLCvQBzhFyEXC50uZxiEarnLBz,CONTORNO2 - DFL.jpg,IN&OUT/*SOFÁS/CONTORNO2 - DFL.jpg,Dona Flor,dona-flor,CONTORNO,contorno,DFL,4,1eb0dfff5cb12b557d4e914956830043,dona-flor/contorno/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/contorno/4.jpg,,previsto,LATEST,
180xSS8d6ZuO-gYINaV7G2TljbRsuqYgJ,CONTORNO2 - DFL.webp,IN&OUT/*MESAS DE APOIO/CONTORNO2 - DFL.webp,Dona Flor,dona-flor,CONTORNO,contorno,DFL,5,020b3c16e95a7b6bb2b1cb80810ffba0,dona-flor/contorno/5.webp,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/contorno/5.webp,,previsto,LATEST,
13grg-AuSTo7Xm-jR9nOm7tp1pqA6q13O,COLIBRI1 - DFL.webp,IN&OUT/*CARRINHOS DE BAR/CHÁ/COLIBRI1 - DFL.webp,Dona Flor,dona-flor,COLIBRI,colibri,DFL,1,f291a4646d8f3fdcce005ea94448d5dc,dona-flor/colibri/1.webp,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/colibri/1.webp,,previsto,LATEST,
1iL-F6C_xf_AFDNQOOKumqm-xjUbkPcGw,COLIBRI2 - DFL.jpg,IN&OUT/*CARRINHOS DE BAR/CHÁ/COLIBRI2 - DFL.jpg,Dona Flor,dona-flor,COLIBRI,colibri,DFL,2,8a46b4a53eb954900fa76b6782d4b5d7,dona-flor/colibri/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/colibri/2.jpg,,previsto,LATEST,
1ammEsEK-IkGTBUMsYCaDmjyqgZk0YPD1,TECA1 - JAL.jpg,LIVING/BUFFETS/*BUFFET/TECA1 - JAL.jpg,Sollos,sollos,CARRINHO BAR TECA,carrinho-bar-teca,JAL,1,4f9f3a108604c1417dbdc5900c999239,sollos/carrinho-bar-teca/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/carrinho-bar-teca/1.jpg,,previsto,LATEST,
1Ah-xKRXeUWvbbGI-FBtHMUgv7RwGqofz,TECA2 - JAL.jpg,LIVING/MESAS DE CENTRO - GD/*MESAS DE CENTRO/TECA2 - JAL.jpg,Sollos,sollos,CARRINHO BAR TECA,carrinho-bar-teca,JAL,2,20a31227d44b0fe3bee539714e674b35,sollos/carrinho-bar-teca/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/carrinho-bar-teca/2.jpg,,previsto,LATEST,
1h44PBQqtA749ovURYVIC5b0mUCD90tIK,TECA3 - JAL.jpeg,LIVING/CARRO BAR/CHÁ E BARES/TECA3 - JAL.jpeg,Sollos,sollos,CARRINHO BAR TECA,carrinho-bar-teca,JAL,3,3347816f841f76f0a5c876836cb2abd7,sollos/carrinho-bar-teca/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/carrinho-bar-teca/3.jpg,,previsto,LATEST,
1zxaqV6l5NnF-4_P3H8Dg3msOaNOsqWfv,TECA3 - JAL.jpg,LIVING/BUFFETS/*BUFFET/TECA3 - JAL.jpg,Sollos,sollos,CARRINHO BAR TECA,carrinho-bar-teca,JAL,4,a8b4797cdcd32dc32c1339a0843fafdf,sollos/carrinho-bar-teca/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/carrinho-bar-teca/4.jpg,,previsto,LATEST,
117kD4roRV9hDCEHaCVn6sTi0nlxUsWyx,GARDEN1 - JAL.jpg,IN&OUT/*BANCOS/GARDEN1 - JAL.jpg,Sollos,sollos,MESA CENTRO LILAH/GARDEN RETANGULAR,mesa-centro-lilah-garden-retangular,JAL,1,6b00396b5f3ac07d058bf54b6be1530d,sollos/mesa-centro-lilah-garden-retangular/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-centro-lilah-garden-retangular/1.jpg,,previsto,LATEST,
1dbJUDZKThsbn9eRLgQigAB7aGErpjIZX,LILAH GARDEN1 - JAL.jpg,IN&OUT/*MESAS DE CENTRO/LILAH GARDEN1 - JAL.jpg,Sollos,sollos,MESA CENTRO LILAH/GARDEN RETANGULAR,mesa-centro-lilah-garden-retangular,JAL,2,321e24308dadf88d7a8a58e9c267512f,sollos/mesa-centro-lilah-garden-retangular/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-centro-lilah-garden-retangular/2.jpg,,previsto,LATEST,
1SYwhcs4YDQ7Hxidu2lqi5FQZwHo_KQ6x,GARDEN2 - JAL.jpg,IN&OUT/*CHAISES/GARDEN2 - JAL.jpg,Sollos,sollos,MESA CENTRO LILAH/GARDEN RETANGULAR,mesa-centro-lilah-garden-retangular,JAL,3,21d72ab3da5b4511435a3fd9a51a9065,sollos/mesa-centro-lilah-garden-retangular/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-centro-lilah-garden-retangular/3.jpg,,previsto,LATEST,
1UwxiVp2OCEHK_xUtSelyjfLfmPfehJQZ,LILAH GARDEN2 - JAL.jpg,IN&OUT/*MESAS DE CENTRO/LILAH GARDEN2 - JAL.jpg,Sollos,sollos,MESA CENTRO LILAH/GARDEN RETANGULAR,mesa-centro-lilah-garden-retangular,JAL,4,4dfd3080f071b82f543a4bae84a82bf7,sollos/mesa-centro-lilah-garden-retangular/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-centro-lilah-garden-retangular/4.jpg,,previsto,LATEST,
1adbxGUILw3QhJI6cCQri00kSeSzQqri7,DOTY1 - JAL.jpg,IN&OUT/*POLTRONAS/DOTY1 - JAL.jpg,Sollos,sollos,BANQUETA DOTY MODELO 02,banqueta-doty-modelo-02,JAL,1,06c15a739e0de0edc479365be7986aa7,sollos/banqueta-doty-modelo-02/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banqueta-doty-modelo-02/1.jpg,,previsto,LATEST,
1j9ekidLBkasbUoVgSSyNnCs-nzIFDyWu,DOTY2 - JAL.jpeg,IN&OUT/*MESAS DE JANTAR/DOTY2 - JAL.jpeg,Sollos,sollos,BANQUETA DOTY MODELO 02,banqueta-doty-modelo-02,JAL,2,152322f20cc57fa97bda43bb9258a477,sollos/banqueta-doty-modelo-02/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banqueta-doty-modelo-02/2.jpg,,previsto,LATEST,
1iB5FBDQ-bwu8Fs7fHHB4Js_9pNdjeivN,DOTY2 - JAL.jpg,IN&OUT/*NAMORADEIRAS/DOTY2 - JAL.jpg,Sollos,sollos,BANQUETA DOTY MODELO 02,banqueta-doty-modelo-02,JAL,3,2a13e4c679935086478eb3e54c06181d,sollos/banqueta-doty-modelo-02/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banqueta-doty-modelo-02/3.jpg,,previsto,LATEST,
1uwofc9wdsSBZOfPwHQ7Gu6fRu5Fnl_FY,DOTY3 - JAL.jpg,IN&OUT/*CADEIRAS/DOTY3 - JAL.jpg,Sollos,sollos,BANQUETA DOTY MODELO 02,banqueta-doty-modelo-02,JAL,4,fd0b4777684cd574da9815165d5153bc,sollos/banqueta-doty-modelo-02/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banqueta-doty-modelo-02/4.jpg,,previsto,LATEST,
1Ab1ln-dSEtJMXb_7Bna15Y4G6DK2a1WB,DOTY4 - JAL.jpg,IN&OUT/*CADEIRAS/DOTY4 - JAL.jpg,Sollos,sollos,BANQUETA DOTY MODELO 02,banqueta-doty-modelo-02,JAL,5,ace127837ce125c0ed806b76f2c56926,sollos/banqueta-doty-modelo-02/5.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banqueta-doty-modelo-02/5.jpg,,previsto,LATEST,
19tDQJ9PsOnHHNnob07oBdYNq_4_NBro4,WIRED1 - JAL.jpg,IN&OUT/*BANCOS/WIRED1 - JAL.jpg,Sollos,sollos,BANCO WIRED OUTDOOR,banco-wired-outdoor,JAL,1,a43f4930db83e4b0538c85a25b23fc1c,sollos/banco-wired-outdoor/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-wired-outdoor/1.jpg,,previsto,LATEST,
1nuY3A1lhO-f-Lzv_xhRtYtcZxriXyoyD,WIRED2 - JAL.jpg,IN&OUT/*BANCOS/WIRED2 - JAL.jpg,Sollos,sollos,BANCO WIRED OUTDOOR,banco-wired-outdoor,JAL,2,152ae520a54431778111cc2caf8c682d,sollos/banco-wired-outdoor/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-wired-outdoor/2.jpg,,previsto,LATEST,
1pp2FkNU0df1szV2PWUW291ufroBDrHXA,CUBO1 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/CUBO1 - JAL.jpg,Sollos,sollos,BANQUETA CUBO ALTA,banqueta-cubo-alta,JAL,1,a08d103d5893fafdff9421c900e5ff6b,sollos/banqueta-cubo-alta/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banqueta-cubo-alta/1.jpg,,previsto,LATEST,
1q4b7NvH7wDIRDYy5PAjHc6R6Kf-AtA44,CUBO2 - JAL.jpeg,LIVING/CADEIRAS - GD/*CADEIRAS/CUBO2 - JAL.jpeg,Sollos,sollos,BANQUETA CUBO ALTA,banqueta-cubo-alta,JAL,2,f13fd3db7ef9ddd7dc6288737880997d,sollos/banqueta-cubo-alta/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banqueta-cubo-alta/2.jpg,,previsto,LATEST,
11F88wBRR2iOtK7vy6C4IJvyE1xfEA-6U,CUBO2 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/CUBO2 - JAL.jpg,Sollos,sollos,BANQUETA CUBO ALTA,banqueta-cubo-alta,JAL,3,aea8fadd06c5ffe511e18ff31f252b5c,sollos/banqueta-cubo-alta/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banqueta-cubo-alta/3.jpg,,previsto,LATEST,
1WC05N3ez9Rct4tMlQRM_BTBofl7_Tux7,BASSO1 - JAL.jpg,IN&OUT/*BANCOS/BASSO1 - JAL.jpg,Sollos,sollos,• Banco Basso,banco-basso,JAL,1,aa559aa190a5ae29ceb1d3753c112915,sollos/banco-basso/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-basso/1.jpg,,previsto,LATEST,
12bZPvDzjVSUeWy_Y5u0rJplWiFEcqMgQ,BASSO2 - JAL.jpg,LIVING/BANCOS E BANQUETAS - GD/*BANCOS/BASSO2 - JAL.jpg,Sollos,sollos,• Banco Basso,banco-basso,JAL,2,b394d8a73d791f77e2508beb9b426735,sollos/banco-basso/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-basso/2.jpg,,previsto,LATEST,
1Pm4l8aSUyyZs7xJSVL5PdBhr54UGqnTU,BASSO3 - JAL.jpg,LIVING/BANCOS E BANQUETAS - GD/*BANCOS/BASSO3 - JAL.jpg,Sollos,sollos,• Banco Basso,banco-basso,JAL,3,e922a515958f22c6a30c2e29c1484fea,sollos/banco-basso/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-basso/3.jpg,,previsto,LATEST,
1KsXxYAt8IyxmWaCK1RGvr3UUVl-qQgld,BASSO4 - JAL.jpg,LIVING/BANCOS E BANQUETAS - GD/*BANCOS/BASSO4 - JAL.jpg,Sollos,sollos,• Banco Basso,banco-basso,JAL,4,3fe4e5292441e3f20b011a6f32727c6c,sollos/banco-basso/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-basso/4.jpg,,previsto,LATEST,
1z-Yg8v7P2IasoT83VUBQeIheB-F52Gkn,JULIA1 - JAL.jpg,LIVING/BANCOS E BANQUETAS - GD/*BANCOS/JULIA1 - JAL.jpg,Sollos,sollos,BANCO JULIA,banco-julia,JAL,1,ccf160d292b23c604ca3932d80facc41,sollos/banco-julia/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-julia/1.jpg,,previsto,LATEST,
175kpDMJ_oC7EXLB3eHY2EIzQSp0bw--t,JULIA2 - JAL.jpeg,IN&OUT/*BANCOS/JULIA2 - JAL.jpeg,Sollos,sollos,BANCO JULIA,banco-julia,JAL,2,d68b9bb8a64ec644e4c3eb379a9cbecf,sollos/banco-julia/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-julia/2.jpg,,previsto,LATEST,
1KHg27g9bJOFRWLJ-OmPjVVPM3G5mzqjs,JULIA2 - JAL.jpg,LIVING/BANCOS E BANQUETAS - GD/*BANCOS/JULIA2 - JAL.jpg,Sollos,sollos,BANCO JULIA,banco-julia,JAL,3,879dc9c970076e46bcbe53ae5e3fe6f5,sollos/banco-julia/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-julia/3.jpg,,previsto,LATEST,
1oOqJvpFhPiOtzJDrPdFqQsqwG8ggGIfL,BRIH1 - JAL.jpg,IN&OUT/*BANCOS/BRIH1 - JAL.jpg,Sollos,sollos,SOFÁ BRIH MÓDULO 06 MESA LATERAL,sofa-brih-modulo-06-mesa-lateral,JAL,1,919508b6d4cf632e8aefd640e8e58149,sollos/sofa-brih-modulo-06-mesa-lateral/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-brih-modulo-06-mesa-lateral/1.jpg,,previsto,LATEST,
1X8LKHJ73mkmdhy0w4bEr_z2UZuJuSXlV,BRIH2 - JAL.jpg,IN&OUT/*BANCOS/BRIH2 - JAL.jpg,Sollos,sollos,SOFÁ BRIH MÓDULO 06 MESA LATERAL,sofa-brih-modulo-06-mesa-lateral,JAL,2,9916e008da2cfb35ce84c95a7c11dc86,sollos/sofa-brih-modulo-06-mesa-lateral/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-brih-modulo-06-mesa-lateral/2.jpg,,previsto,LATEST,
1lo5pJQynLNBgz9vSGYwEEZe0lCsptfJr,BEAM1 - JAL.jpg,IN&OUT/*BANCOS/BEAM1 - JAL.jpg,Sollos,sollos,BANCO BEAM,banco-beam,JAL,1,5d93c9b3ee172920f447ca7290b3976a,sollos/banco-beam/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-beam/1.jpg,,previsto,LATEST,
1fqFxdgHg7nQu84Zfw5yt-5F0bOFctJjP,BEAM2 - JAL.jpeg,IN&OUT/*BANCOS/BEAM2 - JAL.jpeg,Sollos,sollos,BANCO BEAM,banco-beam,JAL,2,5b915173d7ab1e00a7eaf5f8b8b88e06,sollos/banco-beam/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/banco-beam/2.jpg,,previsto,LATEST,
1xyqYvnNn0Tse8dwzoGqaplfy3pNCmPFd,MASS1 - JAL.jpg,IN&OUT/*BANQUETAS/MASS1 - JAL.jpg,Sollos,sollos,MESA DE APOIO MASS,mesa-de-apoio-mass,JAL,1,f90daf08732d15d1d94b75fba1ccae42,sollos/mesa-de-apoio-mass/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-de-apoio-mass/1.jpg,,previsto,LATEST,
1C2G7yBysQaeBI_ZnL47vPxiwDgx9rmxL,MASS2 - JAL.jpg,IN&OUT/*BANQUETAS/MASS2 - JAL.jpg,Sollos,sollos,MESA DE APOIO MASS,mesa-de-apoio-mass,JAL,2,27a3c89a7ea6afb563987e6957662626,sollos/mesa-de-apoio-mass/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-de-apoio-mass/2.jpg,,previsto,LATEST,
1gMKeRC2zJjP2WZrOC5GnBU55DXN5ICjN,ANA1 - DFL.webp,IN&OUT/*SOFÁS/ANA1 - DFL.webp,Dona Flor,dona-flor,ANA,ana,DFL,1,b7a9d88a351cdc0ccc22a9b4bb29a90c,dona-flor/ana/1.webp,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/ana/1.webp,,previsto,LATEST,
17p26Xd_yMz4R-Kpr_bfY10r4WIVuEQ0S,ANA2 - DFL.webp,IN&OUT/*MESAS DE CENTRO/ANA2 - DFL.webp,Dona Flor,dona-flor,ANA,ana,DFL,2,6e814cd7bd924edba311ee3cd3a8e8a8,dona-flor/ana/2.webp,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/ana/2.webp,,previsto,LATEST,
1nGAue20mE6veskyAUUmizUSKhtrXQ1lx,ONE1 - JAL.jpg,IN&OUT/*MESAS DE APOIO/ONE1 - JAL.jpg,Sollos,sollos,CABIDEIRO ONE,cabideiro-one,JAL,1,cf4c55f6dfe16670e32aa97c8136cb08,sollos/cabideiro-one/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/cabideiro-one/1.jpg,,previsto,LATEST,
15Q3LgN_x3O-tTw-lJQNgJkx1A3cDtxc2,ONE2 - JAL.jpg,IN&OUT/*MESAS DE APOIO/ONE2 - JAL.jpg,Sollos,sollos,CABIDEIRO ONE,cabideiro-one,JAL,2,c069d34a30c8402ced8bf91e00232f5a,sollos/cabideiro-one/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/cabideiro-one/2.jpg,,previsto,LATEST,
1gElQYbkjKV0fTKvZH5wZx7hFUUo6f_mw,PIPE1 - JAL.jpg,IN&OUT/*MESAS DE APOIO/PIPE1 - JAL.jpg,Sollos,sollos,MESA DE APOIO PIPE OUTDOOR,mesa-de-apoio-pipe-outdoor,JAL,1,0fe9629a5c2e2da50a2a3f38b8837786,sollos/mesa-de-apoio-pipe-outdoor/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-de-apoio-pipe-outdoor/1.jpg,,previsto,LATEST,
1_IX9I4r_XLRKUlT86cR13q5gyZagzKOd,PIPE2 - JAL.jpg,IN&OUT/*MESAS DE APOIO/PIPE2 - JAL.jpg,Sollos,sollos,MESA DE APOIO PIPE OUTDOOR,mesa-de-apoio-pipe-outdoor,JAL,2,5056537b29073202a6a69fac47ac7a03,sollos/mesa-de-apoio-pipe-outdoor/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-de-apoio-pipe-outdoor/2.jpg,,previsto,LATEST,
1TpmHNfdL8ODhgrnNUkZUl7N9kbE8SHNl,JARDIM1 - JAL.jpg,IN&OUT/*MESAS DE APOIO/JARDIM1 - JAL.jpg,Sollos,sollos,MESA APOIO JARDIM DE PAREDE TAMPO CÔNCAVO MADEIRA,mesa-apoio-jardim-de-parede-tampo-concavo-madeira,JAL,1,b836237e6d9b9024792f7161dfa94101,sollos/mesa-apoio-jardim-de-parede-tampo-concavo-madeira/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-apoio-jardim-de-parede-tampo-concavo-madeira/1.jpg,,previsto,LATEST,
1vhxwpES9icSGw7xNvA7bKrZ8gvPGQhMb,JARDIM2 - JAL.jpg,IN&OUT/*MESAS DE APOIO/JARDIM2 - JAL.jpg,Sollos,sollos,MESA APOIO JARDIM DE PAREDE TAMPO CÔNCAVO MADEIRA,mesa-apoio-jardim-de-parede-tampo-concavo-madeira,JAL,2,ff4587ba51c512eb8c14fad5ed92c8c4,sollos/mesa-apoio-jardim-de-parede-tampo-concavo-madeira/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/mesa-apoio-jardim-de-parede-tampo-concavo-madeira/2.jpg,,previsto,LATEST,
1dmMDRxSggNJLFJQJitpXjz3eGpzwL7lQ,ARAM1 - DFL.webp,IN&OUT/*MESAS DE JANTAR/ARAM1 - DFL.webp,Dona Flor,dona-flor,ARAM,aram,DFL,1,990da0c7f248f4b42cbc0a69301a6b05,dona-flor/aram/1.webp,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/aram/1.webp,,previsto,LATEST,
12vOHSApOjfIffypA3-nf7V3qX6cwnf4E,ARAM2 - DFL.jpg,IN&OUT/*MESAS DE JANTAR/ARAM2 - DFL.jpg,Dona Flor,dona-flor,ARAM,aram,DFL,2,f39d106a260e81e57cc9e7a704b41c58,dona-flor/aram/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/dona-flor/aram/2.jpg,,previsto,LATEST,
