image_id,arquivo_original,caminho_drive,fornecedor,fornecedor_slug,sku,sku_slug,codigo,seq,md5,s3_key,s3_url,etag,status,versao,enviado_em
1Qc2YcoukQHInkfwWnEZL7C9BOIeTMffh,WING4 - JAL.jpeg,LIVING/POLTRONAS - GD/*POLTRONAS/WING4 - JAL.jpeg,Sollos,sollos,POLTRONA WING - GIRATÓRIA,poltrona-wing-giratoria,JAL,4,71ff5129dde16870cf468da2c968cc7a,sollos/poltrona-wing-giratoria/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-wing-giratoria/4.jpg,,previsto,LATEST,
1M0AMPLKX85BYHZykxrDlELruVoiyUT4n,WING5 - JAL.jpeg,LIVING/POLTRONAS - GD/*POLTRONAS/WING5 - JAL.jpeg,Sollos,sollos,POLTRONA WING - GIRATÓRIA,poltrona-wing-giratoria,JAL,5,59709ee069b18290242267e864673462,sollos/poltrona-wing-giratoria/5.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-wing-giratoria/5.jpg,,previsto,LATEST,
1eznXMmGvGGHhMiNl9TgVJXqOn1nTS_F2,WING6 - JAL.jpeg,LIVING/POLTRONAS - GD/*POLTRONAS/WING6 - JAL.jpeg,Sollos,sollos,POLTRONA WING - GIRATÓRIA,poltrona-wing-giratoria,JAL,6,233f7f1258b1adbb1dca7371e7cbc66f,sollos/poltrona-wing-giratoria/6.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-wing-giratoria/6.jpg,,previsto,LATEST,
1p0PHFoUxHs1OLESX1LdOzuSCv3x_l5nI,WING7 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/WING7 - JAL.jpg,Sollos,sollos,POLTRONA WING - GIRATÓRIA,poltrona-wing-giratoria,JAL,7,6a0dae8173f2278e4fd09528254c2caa,sollos/poltrona-wing-giratoria/7.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-wing-giratoria/7.jpg,,previsto,LATEST,
16FXJW7ALpniDhNAKTQP_OnE-fYI-Ry-s,JUNE1 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/JUNE1 - JAL.jpg,Sollos,sollos,• Sofá June,sofa-june,JAL,1,99c5e2b6e6a37a89dff4113d762a45ff,sollos/sofa-june/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/1.jpg,,previsto,LATEST,
1VHKo4fz5qUa83M9x-zdwhJ6q6KNZxPNR,JUNE1 - JAL.png,LIVING/POLTRONAS - GD/*POLTRONAS/JUNE1 - JAL.png,Sollos,sollos,• Sofá June,sofa-june,JAL,2,55d87d32effab7c7c8fe4fa670ec0dc2,sollos/sofa-june/2.png,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/2.png,,previsto,LATEST,
1tAiwEPQckTXm4IcVe1JIdaHk02TgEwQn,JUNE2 - JAL.jpeg,LIVING/CADEIRAS - GD/*CADEIRAS/JUNE2 - JAL.jpeg,Sollos,sollos,• Sofá June,sofa-june,JAL,3,fed0aebdab929bef23a222fe907bad74,sollos/sofa-june/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/3.jpg,,previsto,LATEST,
1xKAk0B8Q_b9b3O76LndU4S59Qa4HTq3U,JUNE2 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/JUNE2 - JAL.jpg,Sollos,sollos,• Sofá June,sofa-june,JAL,4,c3b6e374a5028c67bb408e4371866186,sollos/sofa-june/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/4.jpg,,previsto,LATEST,
1RRRfedA1LFYdNyEN1JKPocZ2l5OtIJbM,JUNE3 - JAL.jpeg,LIVING/POLTRONAS - GD/*POLTRONAS/JUNE3 - JAL.jpeg,Sollos,sollos,• Sofá June,sofa-june,JAL,5,8db2d8bebe6f31fb87f42d103e4c3700,sollos/sofa-june/5.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/5.jpg,,previsto,LATEST,
1QMjuy8l5kVk12jvhj_eqMkG5wZuSxGnq,JUNE3 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/JUNE3 - JAL.jpg,Sollos,sollos,• Sofá June,sofa-june,JAL,6,94e5fa50efc5d342e8468677252871e6,sollos/sofa-june/6.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/6.jpg,,previsto,LATEST,
1bfqT-5U8pQrBQFCx5wWF_U6CykZjIb0F,JUNE4 - JAL.jpeg,LIVING/POLTRONAS - GD/*POLTRONAS/JUNE4 - JAL.jpeg,Sollos,sollos,• Sofá June,sofa-june,JAL,7,609848bec521d3d5f150877d690dc33d,sollos/sofa-june/7.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/7.jpg,,previsto,LATEST,
1Dga-5wfxobIOLGl8E8IXDYyQMZSR6DEm,JUNE4 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/JUNE4 - JAL.jpg,Sollos,sollos,• Sofá June,sofa-june,JAL,8,fca05efa0c1603ee4c6f5662ac4f9faf,sollos/sofa-june/8.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/8.jpg,,previsto,LATEST,
12xdQ1jdBahpr-UHUCHv8S1W2z4RaxvqP,JUNE5 - JAL.jpeg,LIVING/POLTRONAS - GD/*POLTRONAS/JUNE5 - JAL.jpeg,Sollos,sollos,• Sofá June,sofa-june,JAL,9,233f7f1258b1adbb1dca7371e7cbc66f,sollos/sofa-june/9.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-june/9.jpg,,previsto,LATEST,
1P0HvhJyZ_Qd1u8AkqFU06NnBcmQiwwMp,TARJA1 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/TARJA1 - JAL.jpg,Sollos,sollos,• Poltrona Tarja,poltrona-tarja,JAL,1,9cf0d67f60814f606707f253531e08a9,sollos/poltrona-tarja/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-tarja/1.jpg,,previsto,LATEST,
1bOg1ahxjTT21NTgIW-edP5jw4s1stQFE,JOB1 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/JOB1 - JAL.jpg,Sollos,sollos,PUFF JOB,puff-job,JAL,1,f9e8db50e769d09ecceb34ddbb045ae2,sollos/puff-job/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/puff-job/1.jpg,,previsto,LATEST,
1sUdw_ih5gq9oKNaCBxR7UnNLwS1xvSmB,ELIZ1 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/ELIZ1 - JAL.jpg,Sollos,sollos,PUFF ELIZ,puff-eliz,JAL,1,ed99287282b2afd9c768213b6f5cf886,sollos/puff-eliz/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/puff-eliz/1.jpg,,previsto,LATEST,
1l63TRq-qIQO2PkQBfKVIwvHo6Wm-6B_j,ELIZ2 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/ELIZ2 - JAL.jpg,Sollos,sollos,PUFF ELIZ,puff-eliz,JAL,2,b6418ef2973191469a277f38401be639,sollos/puff-eliz/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/puff-eliz/2.jpg,,previsto,LATEST,
1fO_eR7z6InT66wYamTfiJRpZmf1X7fzT,LINNA1 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/LINNA1 - JAL.jpg,Sollos,sollos,POLTRONA LINNA,poltrona-linna,JAL,1,130902580e3c709061ec7a2c8ac9511b,sollos/poltrona-linna/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-linna/1.jpg,,previsto,LATEST,
1VHtsbSXvXcfxYWeA6N8NvqCo37nluisp,LINNA2 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/LINNA2 - JAL.jpg,Sollos,sollos,POLTRONA LINNA,poltrona-linna,JAL,2,2ece953e213b43ee22c2afb90ba6e276,sollos/poltrona-linna/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-linna/2.jpg,,previsto,LATEST,
1J9F0eiSNt0uMQL_zdm4YXFMIjH1FnrRL,CLARA1 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/CLARA1 - JAL.jpg,Sollos,sollos,PUFF CLARA,puff-clara,JAL,1,c898ab94a9fc439a13642a274a0b0c87,sollos/puff-clara/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/puff-clara/1.jpg,,previsto,LATEST,
1oPalfqCLV_Mn7WzJsg6ZYDKI_DahLzVI,FIVE1 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/FIVE1 - JAL.jpg,Sollos,sollos,POLTRONA FIVE - L/E,poltrona-five-l-e,JAL,1,3e33dcc6da4f07bd6e622bb3d4b73ce5,sollos/poltrona-five-l-e/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-five-l-e/1.jpg,,previsto,LATEST,
1ki1eF4r5JpXCdxsJCE_cxvxzlAJG3g8A,FIVE2 - JAL.jpg,LIVING/POLTRONAS - GD/*POLTRONAS/FIVE2 - JAL.jpg,Sollos,sollos,POLTRONA FIVE - L/E,poltrona-five-l-e,JAL,2,d6e0a903b016d20ea4ea9f43983dff45,sollos/poltrona-five-l-e/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/poltrona-five-l-e/2.jpg,,previsto,LATEST,
1udG09_Fvt0bbv_scnlzA46arlbkY6AWP,CAJU1 - RBA.jpeg,LIVING/POLTRONAS - GD/*POLTRONAS/CAJU1 - RBA.jpeg,Roberta Banqueri,roberta-banqueri,CAJU,caju,RBA,1,bb82532bced9df786e213b16698cfcae,roberta-banqueri/caju/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/caju/1.jpg,,previsto,LATEST,
1pp9zw77zIfLrzSmXhRKe_dQwusIjJ7kL,CAJU2 - RBA.jpeg,LIVING/POLTRONAS - GD/*POLTRONAS/CAJU2 - RBA.jpeg,Roberta Banqueri,roberta-banqueri,CAJU,caju,RBA,2,74a2d82aac260ab1b68bad1525828cb8,roberta-banqueri/caju/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/caju/2.jpg,,previsto,LATEST,
1kfOvd2HyKOygfSEW_R2L35ip1JnUMaia,HEBE1 - PIU.jpg,LIVING/CADEIRAS - GD/*CADEIRAS/HEBE1 - PIU.jpg,PiuMobile,piumobile,"HEBE POL 0,68X0,68",hebe-pol-0-68x0-68,PIU,1,a9bfee33754471bbd1181c75cf24299d,piumobile/hebe-pol-0-68x0-68/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/piumobile/hebe-pol-0-68x0-68/1.jpg,,previsto,LATEST,
1jZA_f5EmsYK_PycWh1zLaxKOCT0kskCj,HEBE2 - PIU.jpeg,LIVING/CADEIRAS - GD/*CADEIRAS/HEBE2 - PIU.jpeg,PiuMobile,piumobile,"HEBE POL 0,68X0,68",hebe-pol-0-68x0-68,PIU,2,c4343e2cb2bf7f01e1003e5578c0e1be,piumobile/hebe-pol-0-68x0-68/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/piumobile/hebe-pol-0-68x0-68/2.jpg,,previsto,LATEST,
1WU9emXEnofZmj4SY89s54pyBm9d28Phd,HEBE3 - PIU.jpg,LIVING/CADEIRAS - GD/*CADEIRAS/HEBE3 - PIU.jpg,PiuMobile,piumobile,"HEBE POL 0,68X0,68",hebe-pol-0-68x0-68,PIU,3,467836954d5d418bed0cd72e501ae06a,piumobile/hebe-pol-0-68x0-68/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/piumobile/hebe-pol-0-68x0-68/3.jpg,,previsto,LATEST,
10hFuBB2n-ogVp1pwY6X0S9FeRtBFG0u1,CRIO1 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/CRIO1 - RBA.jpg,Roberta Banqueri,roberta-banqueri,CRIO POLTRONA - base em aço carbono com pintura,crio-poltrona-base-em-aco-carbono-com-pintura,RBA,1,13af35d4a14a766d8d9e8b62dd5c0be1,roberta-banqueri/crio-poltrona-base-em-aco-carbono-com-pintura/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/crio-poltrona-base-em-aco-carbono-com-pintura/1.jpg,,previsto,LATEST,
1OkxfUrleHopCnxmEqg-9VyyOc9jKnrGU,CRIO2 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/CRIO2 - RBA.jpg,Roberta Banqueri,roberta-banqueri,CRIO POLTRONA - base em aço carbono com pintura,crio-poltrona-base-em-aco-carbono-com-pintura,RBA,2,4aa10a174f597842b958fc2f6177ba0e,roberta-banqueri/crio-poltrona-base-em-aco-carbono-com-pintura/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/crio-poltrona-base-em-aco-carbono-com-pintura/2.jpg,,previsto,LATEST,
1AVjr0JJu3Z2UBgO2o7_p0Dc4kEdO15er,CRIO3 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/CRIO3 - RBA.jpg,Roberta Banqueri,roberta-banqueri,CRIO POLTRONA - base em aço carbono com pintura,crio-poltrona-base-em-aco-carbono-com-pintura,RBA,3,993ecd0c2ad02e0dfc9ef57181015861,roberta-banqueri/crio-poltrona-base-em-aco-carbono-com-pintura/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/crio-poltrona-base-em-aco-carbono-com-pintura/3.jpg,,previsto,LATEST,
1x0zIjfg4c_vI6-1wHRpGc4xv8Y9Nnp3y,ABAPO1 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/ABAPO1 - RBA.jpg,Roberta Banqueri,roberta-banqueri,ABAPO,abapo,RBA,1,56833481b3727cea4d5ae2b2a0f33e5c,roberta-banqueri/abapo/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/abapo/1.jpg,,previsto,LATEST,
1Z8gdNkXnGXHp8w6fZcYRQTFuP9FoyXIq,ABAPO2 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/ABAPO2 - RBA.jpg,Roberta Banqueri,roberta-banqueri,ABAPO,abapo,RBA,2,6ae372ca06c61fe8632a3fe40a53a1cb,roberta-banqueri/abapo/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/abapo/2.jpg,,previsto,LATEST,
1Hmz0PZzMLn-GIxHTwJR-W9vnFpQ2MI5S,SAMPA1 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/SAMPA1 - RBA.jpg,Roberta Banqueri,roberta-banqueri,"SAMPA CTO 1,20X1,20 - sem encosto com 1 almofadão",sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao,RBA,1,92ef395bed197d18b4de46d5ce5a8917,roberta-banqueri/sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao/1.jpg,,previsto,LATEST,
1kth-rWJKyK9QR1pNUUpNdG3RLkM-Mdwb,SAMPA2 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/SAMPA2 - RBA.jpg,Roberta Banqueri,roberta-banqueri,"SAMPA CTO 1,20X1,20 - sem encosto com 1 almofadão",sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao,RBA,2,737988ee6094d517ba97d28f61c2a9d2,roberta-banqueri/sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao/2.jpg,,previsto,LATEST,
1k6yZn4a6fZDwC7SYyKIRay6hk6sqEU25,SAMPA3 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/SAMPA3 - RBA.jpg,Roberta Banqueri,roberta-banqueri,"SAMPA CTO 1,20X1,20 - sem encosto com 1 almofadão",sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao,RBA,3,a17f8c82a385514176a7f2251e8f6b11,roberta-banqueri/sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/sampa-cto-1-20x1-20-sem-encosto-com-1-almofadao/3.jpg,,previsto,LATEST,
1EpW3fW3G-fzhLMxzRrud4_VgWHp41SF3,MET1 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/MET1 - JAL.jpg,Sollos,sollos,• Sofá Met,sofa-met,JAL,1,428483c9cb374c5134601cf7c6f29568,sollos/sofa-met/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-met/1.jpg,,previsto,LATEST,
11I8YcHUjTOUwd7Ob-MeEvD5wWwup2Wq3,MET2 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/MET2 - JAL.jpg,Sollos,sollos,• Sofá Met,sofa-met,JAL,2,6b2fe41846eeeea52fa0bc977330e655,sollos/sofa-met/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-met/2.jpg,,previsto,LATEST,
19S28_Nyv7Xl7y2_WyZ25wMJ4SxndYDHy,MET3 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/MET3 - JAL.jpg,Sollos,sollos,• Sofá Met,sofa-met,JAL,3,a61ba65e7813ac77d56e61ec2a0dceee,sollos/sofa-met/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-met/3.jpg,,previsto,LATEST,
1tt5Yt5Ees59TvkagqeoMXDbAluUzvGWD,MET4 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/MET4 - JAL.jpg,Sollos,sollos,• Sofá Met,sofa-met,JAL,4,264a4b10801d0140b2d08b15b11710bf,sollos/sofa-met/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-met/4.jpg,,previsto,LATEST,
1WLlt7nFG3B6gPlPke1SC_Km3OHGLF6CT,CHAPADA1 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/CHAPADA1 - RBA.jpg,Roberta Banqueri,roberta-banqueri,CHAPADA,chapada,RBA,1,cb8c3fff36da2311015772a4ae224893,roberta-banqueri/chapada/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/chapada/1.jpg,,previsto,LATEST,
11KJ6ibLDFUqbV5rBFvek0ZclHDoH_OwR,CHAPADA2 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/CHAPADA2 - RBA.jpg,Roberta Banqueri,roberta-banqueri,CHAPADA,chapada,RBA,2,a5b5dc8fefc4e3f39eb3b654e8d09564,roberta-banqueri/chapada/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/chapada/2.jpg,,previsto,LATEST,
14mA5JC2csOg0EsSDRnjmUw3gDJwEXoLj,CHAPADA3 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/CHAPADA3 - RBA.jpg,Roberta Banqueri,roberta-banqueri,CHAPADA,chapada,RBA,3,4eabd4edfd00d087e49061a08764b2ad,roberta-banqueri/chapada/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/chapada/3.jpg,,previsto,LATEST,
1pz_KIm9aqK_IeDDLA6KFRrv0znZF2Od7,CHAPADA4 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/CHAPADA4 - RBA.jpg,Roberta Banqueri,roberta-banqueri,CHAPADA,chapada,RBA,4,2974673b3d32612090003d969cd86fa1,roberta-banqueri/chapada/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/chapada/4.jpg,,previsto,LATEST,
1kGoMgRl5FbodDZeqKuas8U_GB5KNTDFN,CHAPADA5 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/CHAPADA5 - RBA.jpg,Roberta Banqueri,roberta-banqueri,CHAPADA,chapada,RBA,5,185e66b842573af84139efa5882c7ad2,roberta-banqueri/chapada/5.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/chapada/5.jpg,,previsto,LATEST,
1JSH91QBki5kt2aPI5X5aE_D2DIoLjFog,OCA1 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/OCA1 - RBA.jpg,Roberta Banqueri,roberta-banqueri,"OCA 1B 2,75",oca-1b-2-75,RBA,1,4bc3a05dd053aef83d8215f2cfeff969,roberta-banqueri/oca-1b-2-75/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/oca-1b-2-75/1.jpg,,previsto,LATEST,
16pi0BcCPwupTAgUK1xITGixeW6POocTG,OCA2 - RBA.jpeg,LIVING/SOFÁS - GD/*SOFÁS/OCA2 - RBA.jpeg,Roberta Banqueri,roberta-banqueri,"OCA 1B 2,75",oca-1b-2-75,RBA,2,9028c6e5f8ee7fb37ab88eef749ee64f,roberta-banqueri/oca-1b-2-75/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/oca-1b-2-75/2.jpg,,previsto,LATEST,
1uJCUkezqQE__RFMXqlxZRUNT4eo44LHf,OCA3 - RBA.jpeg,LIVING/SOFÁS - GD/*SOFÁS/OCA3 - RBA.jpeg,Roberta Banqueri,roberta-banqueri,"OCA 1B 2,75",oca-1b-2-75,RBA,3,257e34754c7f422aa34f7d2a4b7a7835,roberta-banqueri/oca-1b-2-75/3.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/oca-1b-2-75/3.jpg,,previsto,LATEST,
1zYftoCLxUoG593J0WcK0McDuNfQIpoWg,OCA4 - RBA.jpeg,LIVING/SOFÁS - GD/*SOFÁS/OCA4 - RBA.jpeg,Roberta Banqueri,roberta-banqueri,"OCA 1B 2,75",oca-1b-2-75,RBA,4,f57f3fe4c51ad32e97818e2894f27f3d,roberta-banqueri/oca-1b-2-75/4.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/oca-1b-2-75/4.jpg,,previsto,LATEST,
1ZdIXB5aGmlLOrHlDfaj0vCCJYWQm2AH3,OCA5 - RBA.jpg,LIVING/SOFÁS - GD/*SOFÁS/OCA5 - RBA.jpg,Roberta Banqueri,roberta-banqueri,"OCA 1B 2,75",oca-1b-2-75,RBA,5,e75526d0addc5e5a976ed5c36382c5ea,roberta-banqueri/oca-1b-2-75/5.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/roberta-banqueri/oca-1b-2-75/5.jpg,,previsto,LATEST,
1MLF5A85cEAyGr-VglWPP92s5ZkJHo7wp,DORA1 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/DORA1 - JAL.jpg,Sollos,sollos,• Sofá Dora,sofa-dora,JAL,1,5c2f352c4793b4669d781cbdc5a154ed,sollos/sofa-dora/1.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-dora/1.jpg,,previsto,LATEST,
1NX1NejIvCn3DSoF4n67eUQycbBDscgQ5,DORA2 - JAL.jpg,LIVING/SOFÁS - GD/*SOFÁS/DORA2 - JAL.jpg,Sollos,sollos,• Sofá Dora,sofa-dora,JAL,2,0b8c6b43e8a5ef09eca3b5f7bfa860d7,sollos/sofa-dora/2.jpg,https://galpao-design-imagens.s3.us-east-1.amazonaws.com/sollos/sofa-dora/2.jpg,,previsto,LATEST,
